"","plot","sp","cover","accepted_name"
"1655","N128","Floerkeaproserpinacoides",1,"Floerkea proserpinacoides"
"1656","N128","Carexhirtifolia",2,"Carex hirtifolia"
"1657","N128","Acersaccharum",2,"Acer saccharum"
"1658","N136","Floerkeaproserpinacoides",6,"Floerkea proserpinacoides"
"1659","N136","Impatienssp.",4,"Impatiens"
"1660","N136","Lactucasp.",2,"Lactuca"
"1661","N136","Circaealutetiana",2,"Circaea lutetiana"
"1662","N136","Acersaccharum",2,"Acer saccharum"
"1663","N136","Alliariapetiolata",1,"Alliaria petiolata"
"1664","N136","Eupatoriumsp.",2,"Eupatorium"
"1665","N142","Rhamnuscathartica",20,"Rhamnus cathartica"
"1666","N142","Phalarisarundinacea",2,"Phalaris arundinacea"
"1667","N142","Dodecatheonmeadia",1,"Dodecatheon meadia"
"1668","N142","Daucuscarota",1,"Daucus carota"
"1669","N142","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1670","N142","Cornusracemosa",2,"Cornus racemosa"
"1671","N144","Dodecatheonmeadia",15,"Dodecatheon meadia"
"1672","N144","Rhamnuscathartica",8,"Rhamnus cathartica"
"1673","N144","Rosacarolina",2,"Rosa carolina"
"1674","N144","Coronillavaria",1,"Securigera varia"
"1675","N144","Violasp.",1,"Viola"
"1676","N144","Silphiumintegrifolium",2,"Silphium integrifolium"
"1677","N144","Geumcanadense",1,"Geum canadense"
"1678","N144","Carexsp.",1,"Carex"
"1679","NN105","Solidagoaltissima",20,"Solidago canadensis"
"1680","NN105","Poapratensis",2,"Poa pratensis"
"1681","NN105","Symphyotrichumlateriflorum",2,"Symphyotrichum lateriflorum"
"1682","NN105","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"1683","NN110","Circaealutetiana",1,"Circaea lutetiana"
"1684","NN110","Galiumtriflorum",1,"Galium triflorum"
"1685","NN110","Violasororia",12,"Viola sororia"
"1686","NN110","Anemonequinquefolia",1,"Anemone quinquefolia"
"1687","NN110","Symphyotrichumdrummondii",8,"Symphyotrichum drummondii"
"1688","NN110","Solidagocanadensis",2,"Solidago canadensis"
"1689","NN110","Solidagocanadensis",3,"Solidago canadensis"
"1690","NN110","Eupatoriumrugosum",1,"Ageratina altissima"
"1691","NN110","Carexsp.",1,"Carex"
"1692","NN114","Carexsp.",1,"Carex"
"1693","NN114","Rhamnuscathartica",1,"Rhamnus cathartica"
"1694","NN114","Symphyotrichumdrummondii",2,"Symphyotrichum drummondii"
"1695","NN114","Geumcanadense",1,"Geum canadense"
"1696","NN114","Symphyotrichumlateriflorum",1,"Symphyotrichum lateriflorum"
"1697","NN114","Galiumaparine",1,"Galium aparine"
"1698","NN118","Floerkeaproserpinacoides",40,"Floerkea proserpinacoides"
"1699","NN118","Alliariapetiolata",2,"Alliaria petiolata"
"1700","NN118","Polygonumvirginianum",2,"Polygonum virginianum"
"1701","NN118","Impatienscapensis",2,"Impatiens capensis"
"1702","NN118","Maianthemumracemosum",2,"Maianthemum racemosum"
"1703","NN118","Solidagoaltissima",2,"Solidago canadensis"
"1704","NN118","Claytoniavirginica",2,"Claytonia virginica"
"1705","NN118","Polygonumscandens",2,"Fallopia scandens"
"1706","NN126","Erigeronphiladelphicus",2,"Erigeron philadelphicus"
"1707","NN126","Anemonevirginiana",4,"Anemone virginiana"
"1708","NN126","Loniceramaackii",50,"Lonicera maackii"
"1709","NN126","Rhamnuscathartica",20,"Rhamnus cathartica"
"1710","NN126","Taraxacumofficinale",2,"Taraxacum officinale"
"1711","NN126","Malussieboldii",3,"Malus sieboldii"
"1712","NN126","Solidagoaltissima",2,"Solidago canadensis"
"1713","NN126","Fraxinuspennsylvanica",2,"Fraxinus pennsylvanica"
"1714","NN126","Carexsp.",2,"Carex"
"1715","NN126","Ulmusamericana",2,"Ulmus americana"
"1716","NN126","Plantagolanceolata",2,"Plantago lanceolata"
"1717","NN126","Symphyotrichumdrummondii",2,"Symphyotrichum drummondii"
"1718","NN126","Poapratensis",1,"Poa pratensis"
"1719","NN126","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1720","NN126","Acersaccharum",30,"Acer saccharum"
"1721","NN136","Geraniummaculatum",35,"Geranium maculatum"
"1722","NN136","Erythroniumalbidum",5,"Erythronium albidum"
"1723","NN136","Arisaematriphyllum",2,"Arisaema triphyllum"
"1724","NN136","Parthenocissusquinquefolia",2,"Parthenocissus quinquefolia"
"1725","NN136","Acersaccharum",1,"Acer saccharum"
"1726","NN136","Rhamnuscathartica",1,"Rhamnus cathartica"
"1727","NN136","Cardamineconcatenata",2,"Cardamine concatenata"
"1728","NN136","Loniceramaackii",30,"Lonicera maackii"
"1729","NN145","Cardamineconcatenata",1,"Cardamine concatenata"
"1730","NN145","Alliariapetiolata",2,"Alliaria petiolata"
"1731","NN145","Smilacinaracemosa",4,"Maianthemum racemosum"
"1732","NN145","Circaealutetianacanadensis",1,"Circaea lutetiana"
"1733","NN145","Trilliumrecurvatum",1,"Trillium recurvatum"
"1734","NN145","Ribesmissouriense",5,"Ribes missouriense"
"1735","NN145","Loniceramaackii",35,"Lonicera maackii"
"1736","NN145","Parthenocissusquinquefolia",3,"Parthenocissus quinquefolia"
"1737","NN145","Ranunculushispidus",1,"Ranunculus hispidus"
"1738","NN146","Prunusvirginiana",3,"Prunus virginiana"
"1739","NN146","Loniceramaackii",4,"Lonicera maackii"
"1740","NN146","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1741","O105","Erythroniumalbidum",15,"Erythronium albidum"
"1742","O105","Anemonellathalictroides",4,"Anemonella thalictroides"
"1743","O105","Taraxacumofficinale",1,"Taraxacum officinale"
"1744","O108","Cardamineconcatenata",65,"Cardamine concatenata"
"1745","O108","Hydrophyllumvirginianum",2,"Hydrophyllum virginianum"
"1746","O108","Claytoniavirginica",25,"Claytonia virginica"
"1747","O108","Prunusvirginiana",8,"Prunus virginiana"
"1748","O108","Trilliumgrandiflorum",2,"Trillium grandiflorum"
"1749","O109","Cardamineconcatenata",25,"Cardamine concatenata"
"1750","O109","Erythroniumalbidum",20,"Erythronium albidum"
"1751","O109","Claytoniavirginica",45,"Claytonia virginica"
"1752","O109","Sanguinariacanadensis",3,"Sanguinaria canadensis"
"1753","O109","Geraniummaculatum",6,"Geranium maculatum"
"1754","O109","Fraxinusamericana",2,"Fraxinus americana"
"1755","O112","Cardamineconcatenata",3,"Cardamine concatenata"
"1756","O112","Trilliumrecurvatum",3,"Trillium recurvatum"
"1757","O112","Uvulariagrandiflora",1,"Uvularia grandiflora"
"1758","O112","Geumcanadense",1,"Geum canadense"
"1759","O112","Acersaccharum",1,"Acer saccharum"
"1760","O120","Erythroniumalbidum",1,"Erythronium albidum"
"1761","O120","Acersaccharum",1,"Acer saccharum"
"1762","O120","Anemonequinquefolia",2,"Anemone quinquefolia"
"1763","O120","Claytoniavirginica",1,"Claytonia virginica"
"1764","O121","Cardamineconcatenata",6,"Cardamine concatenata"
"1765","O121","Erythroniumalbidum",1,"Erythronium albidum"
"1766","O121","Uvulariagrandiflora",1,"Uvularia grandiflora"
"1767","O121","Acersaccharum",3,"Acer saccharum"
"1768","O131","Floerkeaproserpinacoides",3,"Floerkea proserpinacoides"
"1769","O131","Geumcanadense",2,"Geum canadense"
"1770","O131","Solidagoulmifolia",2,"Solidago ulmifolia"
"1771","O131","Acersaccharum",1,"Acer saccharum"
"1772","O131","Erythroniumalbidum",1,"Erythronium albidum"
"1773","O131","Claytoniavirginica",1,"Claytonia virginica"
"1774","O135","Impatienscapensis",2,"Impatiens capensis"
"1775","O135","Acersaccharum",1,"Acer saccharum"
"1776","O136","Acersaccharum",1,"Acer saccharum"
"1777","O136","Floerkeaproserpinacoides",3,"Floerkea proserpinacoides"
"1778","O136","Lythrumalatum",1,"Lythrum alatum"
"1779","O136","Asarumcanadense",1,"Asarum canadense"
"1780","O136","Rosasp.",3,"Rosa"
"1781","O136","Impatienscapensis",1,"Impatiens capensis"
"1782","O136","Fraxinussp.",1,"Fraxinus"
"1783","OO100","Taraxacumofficinale",1,"Taraxacum officinale"
"1784","OO100","Arisaematriphyllum",1,"Arisaema triphyllum"
"1785","OO100","Circaealutetiana",1,"Circaea lutetiana"
"1786","OO100","Alliariapetiolata",1,"Alliaria petiolata"
"1787","OO100","Tiliaamericana",2,"Tilia americana"
"1788","OO101","Taraxacumofficinale",20,"Taraxacum officinale"
"1789","OO101","Eupatoriumrugosum",15,"Ageratina altissima"
"1790","OO101","Galiumaparine",2,"Galium aparine"
"1791","OO101","Tiliaamericana",1,"Tilia americana"
"1792","OO101","Celastrusorbiculatus",1,"Celastrus orbiculatus"
"1793","OO101","Smilacinaracemosa",2,"Maianthemum racemosum"
"1794","OO101","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"1795","OO101","Polygonumvirginianum",1,"Polygonum virginianum"
"1796","OO101","Carexhirtifolia",2,"Carex hirtifolia"
"1797","OO101","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1798","OO101","Hackeliavirginiana",1,"Hackelia virginiana"
"1799","OO101","Solidagoaltissima",1,"Solidago canadensis"
"1800","OO101","Ambrosiaartemisiifoliaelatior",1,"Ambrosia artemisiifolia"
"1801","OO101","Geumcanadense",1,"Geum canadense"
"1802","OO101","Poapratensis",15,"Poa pratensis"
"1803","OO101","Bromusinermis",15,"Bromus inermis"
"1804","OO101","Hairyweed",1,""
"1805","OO101","Solidagoaltissima",2,"Solidago canadensis"
"1806","OO103","Violasp.",1,"Viola"
"1807","OO103","Symphyotrichumdrummondii",2,"Symphyotrichum drummondii"
"1808","OO103","Solidagoaltissima",8,"Solidago canadensis"
"1809","OO103","Bromusinermis",4,"Bromus inermis"
"1810","OO103","Poapratensis",15,"Poa pratensis"
"1811","OO103","Agrimoniagryposepala",2,"Agrimonia gryposepala"
"1812","OO103","Unidentifiedshrub",1,""
"1813","OO110","Violasororia",1,"Viola sororia"
"1814","OO110","Potentillasimplex",1,"Potentilla simplex"
"1815","OO110","Daucuscarota",1,"Daucus carota"
"1816","OO110","Ambrosiaartemisiifolia",1,"Ambrosia artemisiifolia"
"1817","OO110","Phalarisarundinacea",20,"Phalaris arundinacea"
"1818","OO110","Chrysanthemumleucanthemum",1,"Leucanthemum vulgare"
"1819","OO110","Prunellavulgaris",1,"Prunella vulgaris"
"1820","OO110","Carexsp.",2,"Carex"
"1821","OO110","Solidagogigantea",3,"Solidago gigantea"
"1822","OO116","Lactucasp.",2,"Lactuca"
"1823","OO116","Circaealutetiana",1,"Circaea lutetiana"
"1824","OO116","Impatienssp.",2,"Impatiens"
"1825","OO129","Loniceramaackii",4,"Lonicera maackii"
"1826","OO129","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1827","OO129","Rhamnuscathartica",1,"Rhamnus cathartica"
"1828","OO130","Trilliumrecurvatum",5,"Trillium recurvatum"
"1829","OO130","Erythroniumalbidum",3,"Erythronium albidum"
"1830","OO130","Alliariapetiolata",1,"Alliaria petiolata"
"1831","OO130","Euonymussp.",1,"Euonymus"
"1832","OO146","Circaealutetiana",5,"Circaea lutetiana"
"1833","OO146","Parthenocissusquinquefolia",4,"Parthenocissus quinquefolia"
"1834","OO146","Geumcanadense",2,"Geum canadense"
"1835","OO146","Erythroniumalbidum",1,"Erythronium albidum"
"1836","OO146","Geraniummaculatum",1,"Geranium maculatum"
"1837","OO146","Alliumcanadense",1,"Allium canadense"
"1838","OO146","Carexsp.",1,"Carex"
"1839","P107","Claytoniavirginica",10,"Claytonia virginica"
"1840","P107","Hydrophyllumvirginianum",8,"Hydrophyllum virginianum"
"1841","P107","Trilliumgrandiflorum",2,"Trillium grandiflorum"
"1842","P107","Alliariapetiolata",1,"Alliaria petiolata"
"1843","P124","Acersaccharum",2,"Acer saccharum"
"1844","P124","Geraniummaculatum",4,"Geranium maculatum"
"1845","P124","Cardamineconcatenata",6,"Cardamine concatenata"
"1846","P124","Claytoniavirginica",3,"Claytonia virginica"
"1847","P124","Uvulariagrandiflora",1,"Uvularia grandiflora"
"1848","P124","Anemonequinquefolia",2,"Anemone quinquefolia"
"1849","P124","Carexpensylvanica",3,"Carex pensylvanica"
"1850","P124","Erythroniumalbidum",3,"Erythronium albidum"
"1851","P124","Cardamineconcatenata",3,"Cardamine concatenata"
"1852","P124","Anemonequinquefolia",1,"Anemone quinquefolia"
"1853","P124","Solidagoflexicaulis",1,"Solidago flexicaulis"
"1854","P124","Acersaccharum",1,"Acer saccharum"
"1855","P138","Phalarisarundinacea",5,"Phalaris arundinacea"
"1856","P138","Cirsiumsp.",1,"Cirsium"
"1857","PP101","Agrimoniagryposepala",1,"Agrimonia gryposepala"
"1858","PP101","Eupatoriumrugosum",1,"Ageratina altissima"
"1859","PP101","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"1860","PP102","Poapratensis",10,"Poa pratensis"
"1861","PP102","Solidagoaltissima",10,"Solidago canadensis"
"1862","PP102","Sonchussp.",1,"Sonchus"
"1863","PP102","Prunellavulgaris",1,"Prunella vulgaris"
"1864","PP102","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"1865","PP132","Ulmusamericana",1,"Ulmus americana"
"1866","PP134","Saniculagregaria",1,"Sanicula odorata"
"1867","PP134","Impatienscapensis",1,"Impatiens capensis"
"1868","PP134","Rhusradicans",1,"Toxicodendron radicans"
"1869","PP134","Acersaccharum",5,"Acer saccharum"
"1870","PP134","Arisaematriphyllum",1,"Arisaema triphyllum"
"1871","PP134","Rosamultiflora",3,"Rosa multiflora"
"1872","PP134","Erythroniumalbidum",2,"Erythronium albidum"
"1873","PP134","Rhamnuscathartica",1,"Rhamnus cathartica"
"1874","PP143","Parthenocissusquinquefolia",10,"Parthenocissus quinquefolia"
"1875","PP143","Cardamineconcatenata",3,"Cardamine concatenata"
"1876","PP143","Erythroniumalbidum",4,"Erythronium albidum"
"1877","PP143","Circaealutetiana",2,"Circaea lutetiana"
"1878","PP143","Prunusvirginiana",1,"Prunus virginiana"
"1879","PP146","Smilacinaracemosa",10,"Maianthemum racemosum"
"1880","PP146","Circaealutetiana",3,"Circaea lutetiana"
"1881","PP146","Trilliumrecurvatum",3,"Trillium recurvatum"
"1882","PP146","Parthenocissusquinquefolia",3,"Parthenocissus quinquefolia"
"1883","PP146","Alliariapetiolata",1,"Alliaria petiolata"
"1884","PP146","Erythroniumalbidum",2,"Erythronium albidum"
"1885","PP146","Polgonatumbiflorum",6,"Polygonatum biflorum"
"1886","Q110","Impatienssp.",2,"Impatiens"
"1887","Q110","Cardamineconcatenata",4,"Cardamine concatenata"
"1888","Q110","Claytoniavirginica",2,"Claytonia virginica"
"1889","Q110","Alliumburdickii",2,"Allium tricoccum"
"1890","Q110","Carexalbursina",3,"Carex albursina"
"1891","Q110","Acersaccharum",2,"Acer saccharum"
"1892","Q120","Cardamineconcatenata",5,"Cardamine concatenata"
"1893","Q122","Geraniummaculatum",10,"Geranium maculatum"
"1894","Q122","Cardamineconcatenata",5,"Cardamine concatenata"
"1895","Q122","Erythroniumalbidum",2,"Erythronium albidum"
"1896","Q122","Acersaccharum",2,"Acer saccharum"
"1897","Q122","Fraxinusamericana",1,"Fraxinus americana"
"1898","Q129","Cardamineconcatenata",3,"Cardamine concatenata"
"1899","Q129","Erythroniumalbidum",3,"Erythronium albidum"
"1900","Q129","Uvulariagrandiflora",1,"Uvularia grandiflora"
"1901","Q129","Acersaccharum",1,"Acer saccharum"
"1902","Q132","Acersaccharum",1,"Acer saccharum"
"1903","Q132","Alliariapetiolata",1,"Alliaria petiolata"
"1904","Q132","Floerkeaproserpinacoides",8,"Floerkea proserpinacoides"
"1905","Q132","Claytoniavirginica",1,"Claytonia virginica"
"1906","Q132","Cardamineconcatenata",2,"Cardamine concatenata"
"1907","Q135","Impatienscapensis",2,"Impatiens capensis"
"1908","Q135","Circaealutetiana",3,"Circaea lutetiana"
"1909","Q135","Acersaccharum",1,"Acer saccharum"
"1910","Q96","Arisaematriphyllum",2,"Arisaema triphyllum"
"1911","Q96","Trilliumrecurvatum",3,"Trillium recurvatum"
"1912","Q96","Prunusvirginiana",6,"Prunus virginiana"
"1913","Q96","Impatienssp.",2,"Impatiens"
"1914","Q96","Symphyotrichumsp.",1,"Symphyotrichum"
"1915","QQ131","Smilacinaracemosa",2,"Maianthemum racemosum"
"1916","QQ131","Claytoniavirginica",2,"Claytonia virginica"
"1917","QQ131","Violasororia",1,"Viola sororia"
"1918","QQ131","Loniceramaackii",1,"Lonicera maackii"
"1919","QQ131","Saniculagregaria",1,"Sanicula odorata"
"1920","QQ131","Arisaematriphyllum",1,"Arisaema triphyllum"
"1921","QQ131","Carexsp.",3,"Carex"
"1922","QQ131","Carexsp.",1,"Carex"
"1923","QQ131","Rosamultiflora",1,"Rosa multiflora"
"1924","QQ131","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"1925","QQ131","Celtisoccidentalis",1,"Celtis occidentalis"
"1926","QQ132","Parthenocissusquinquefolia",4,"Parthenocissus quinquefolia"
"1927","QQ133","Cardamineconcatenata",7,"Cardamine concatenata"
"1928","QQ133","Claytoniavirginica",2,"Claytonia virginica"
"1929","QQ133","Erythroniumalbidum",1,"Erythronium albidum"
"1930","QQ133","Smilacinaracemosa",3,"Maianthemum racemosum"
"1931","QQ133","Acersaccharum",1,"Acer saccharum"
"1932","QQ139","Acersaccharum",30,"Acer saccharum"
"1933","QQ139","Violapubescens",2,"Viola pubescens"
"1934","QQ139","Prunusvirginiana",6,"Prunus virginiana"
"1935","QQ139","Cardamineconcatenata",2,"Cardamine concatenata"
"1936","QQ139","Erythroniumalbidum",3,"Erythronium albidum"
"1937","QQ139","Parthenocissusquinquefolia",5,"Parthenocissus quinquefolia"
"1938","QQ139","Alliariapetiolata",1,"Alliaria petiolata"
"1939","QQ139","Loniceramaackii",35,"Lonicera maackii"
"1940","QQ139","Smilacinaracemosa",4,"Maianthemum racemosum"
"1941","QQ139","Quercusalba",2,"Quercus alba"
"1942","QQ139","Ulmusamericana",4,"Ulmus americana"
"1943","QQ139","Arisaematriphyllum",1,"Arisaema triphyllum"
"1944","QQ139","Rhamnuscathartica",20,"Rhamnus cathartica"
"1945","QQ139","Euonymusalatus",5,"Euonymus alatus"
"1946","QQ140","Ribesmissouriense",17,"Ribes missouriense"
"1947","QQ140","Fraxinussp.",5,"Fraxinus"
"1948","QQ140","Parthenocissusquinquefolia",8,"Parthenocissus quinquefolia"
"1949","QQ140","Smilacinaracemosa",3,"Maianthemum racemosum"
"1950","QQ140","Cardamineconcatenata",5,"Cardamine concatenata"
"1951","QQ140","Geraniummaculatum",2,"Geranium maculatum"
"1952","QQ140","Erythroniumalbidum",5,"Erythronium albidum"
"1953","QQ140","Trilliumrecurvatum",3,"Trillium recurvatum"
"1954","QQ140","Geumcanadense",1,"Geum canadense"
"1955","QQ140","Circaealutetiana",1,"Circaea lutetiana"
"1956","QQ146","Loniceramaackii",20,"Lonicera maackii"
"1957","QQ146","Parthenocissusquinquefolia",10,"Parthenocissus quinquefolia"
"1958","QQ146","Smilacinaracemosa",15,"Maianthemum racemosum"
"1959","QQ146","Hydrophyllumvirginianum",3,"Hydrophyllum virginianum"
"1960","QQ146","Trilliumrecurvatum",2,"Trillium recurvatum"
"1961","QQ146","Erythroniumalbidum",8,"Erythronium albidum"
"1962","QQ146","Impatienscapensis",2,"Impatiens capensis"
"1963","QQ146","Circaealutetiana",1,"Circaea lutetiana"
"1964","QQ146","Alliariapetiolata",1,"Alliaria petiolata"
"1965","R109","Cardamineconcatenata",8,"Cardamine concatenata"
"1966","R109","Trilliumrecurvatum",2,"Trillium recurvatum"
"1967","R109","Impatienssp.",2,"Impatiens"
"1968","R109","Unk.Composite",2,""
"1969","R113","Cardamineconcatenata",65,"Cardamine concatenata"
"1970","R113","Trilliumrecurvatum",30,"Trillium recurvatum"
"1971","R113","Claytoniavirginica",4,"Claytonia virginica"
"1972","R113","Cardamineconcatenata",65,"Cardamine concatenata"
"1973","R113","Trilliumrecurvatum",30,"Trillium recurvatum"
"1974","R113","Claytoniavirginica",4,"Claytonia virginica"
"1975","R116","Erythroniumalbidum",10,"Erythronium albidum"
"1976","R116","Claytoniavirginica",2,"Claytonia virginica"
"1977","R116","Anemonequinquefolia",3,"Anemone quinquefolia"
"1978","R116","Cardamineconcatenata",2,"Cardamine concatenata"
"1979","R116","Carexsp.",1,"Carex"
"1980","R116","Acersaccharum",1,"Acer saccharum"
"1981","R116","Uvulariagrandiflora",1,"Uvularia grandiflora"
"1982","R128","Cardamineconcatenata",4,"Cardamine concatenata"
"1983","R128","Erythroniumalbidum",2,"Erythronium albidum"
"1984","R128","Podophyllumpeltatum",1,"Podophyllum peltatum"
"1985","R128","Acersaccharum",2,"Acer saccharum"
"1986","R75","Erythroniumalbidum",20,"Erythronium albidum"
"1987","R75","Circaealutetiana",1,"Circaea lutetiana"
"1988","R75","Rubusidaeusstrigosus",2,"Rubus idaeus"
"1989","R75","Acersaccharum",1,"Acer saccharum"
"1990","R75","Polygonatumbiflorum",2,"Polygonatum biflorum"
"1991","R75","Elymussp.",2,"Elymus"
"1992","R75","Toxicodendronradicans",2,"Toxicodendron radicans"
"1993","R75","Rubusallegheniensis",2,"Rubus allegheniensis"
"1994","R75","Alliariapetiolata",1,"Alliaria petiolata"
"1995","R75","Anemonellathalictroides",1,"Anemonella thalictroides"
"1996","R75","Anemonequinquefolia",1,"Anemone quinquefolia"
